Date,Close
2010-01-01,1119.575
2011-01-01,1360.475
2012-01-01,1656.095
2013-01-01,1671.886
2014-01-01,1243.068
2015-01-01,1249.333
2016-01-01,1095.655
2017-01-01,1192.648
2018-01-01,1332.809
